brandname,dateoftransaction,count
Janie And Jack,2021-10-24,19
Century Theatres,2021-10-24,6
Air New Zealand,2021-10-25,2
Century Theatres,2021-10-25,15
Champion,2021-10-25,49
Chewy,2021-10-25,79
Janie And Jack,2021-10-25,35
Fatburger,2021-10-25,51
Champion,2021-10-26,4
Chewy,2021-10-26,5
Fatburger,2021-10-26,10
Janie And Jack,2021-10-26,9
Century Theatres,2021-10-26,4
Century Theatres,2021-10-27,56
Champion,2021-10-27,54
Fatburger,2021-10-27,46
Janie And Jack,2021-10-27,55
Chewy,2021-10-27,28
Century Theatres,2021-10-28,39
Champion,2021-10-28,55
Chewy,2021-10-28,38
Fatburger,2021-10-28,64
Janie And Jack,2021-10-28,45
Century Theatres,2021-10-29,25
Champion,2021-10-29,74
Chewy,2021-10-29,86
Fatburger,2021-10-29,61
Janie And Jack,2021-10-29,48
Air New Zealand,2021-10-30,2
Century Theatres,2021-10-30,17
Champion,2021-10-30,48
Chewy,2021-10-30,23
Fatburger,2021-10-30,25
Janie And Jack,2021-10-30,33
Air New Zealand,2021-10-31,1
Century Theatres,2021-10-31,6
Champion,2021-10-31,45
Chewy,2021-10-31,26
Fatburger,2021-10-31,30
Janie And Jack,2021-10-31,17
Century Theatres,2021-11-01,8
Champion,2021-11-01,50
Chewy,2021-11-01,56
Fatburger,2021-11-01,33
Janie And Jack,2021-11-01,26
Century Theatres,2021-11-02,6
Champion,2021-11-02,7
Chewy,2021-11-02,3
Fatburger,2021-11-02,43
Janie And Jack,2021-11-02,12
Air New Zealand,2021-11-03,5
Century Theatres,2021-11-03,29
Champion,2021-11-03,58
Chewy,2021-11-03,19
Fatburger,2021-11-03,73
Janie And Jack,2021-11-03,33
Air New Zealand,2021-11-04,6
Century Theatres,2021-11-04,675
Champion,2021-11-04,146
Chewy,2021-11-04,1287
Fatburger,2021-11-04,435
Janie And Jack,2021-11-04,64
Air New Zealand,2021-11-05,1
Century Theatres,2021-11-05,58
Champion,2021-11-05,58
Chewy,2021-11-05,81
Fatburger,2021-11-05,52
Janie And Jack,2021-11-05,46
Air New Zealand,2021-11-06,4
Century Theatres,2021-11-06,16
Champion,2021-11-06,46
Chewy,2021-11-06,88
Fatburger,2021-11-06,40
Janie And Jack,2021-11-06,20
Air New Zealand,2021-11-07,2
Century Theatres,2021-11-07,12
Champion,2021-11-07,46
Chewy,2021-11-07,54
Fatburger,2021-11-07,39
Janie And Jack,2021-11-07,23
Air New Zealand,2021-11-08,2
Century Theatres,2021-11-08,18
Champion,2021-11-08,45
Chewy,2021-11-08,72
Fatburger,2021-11-08,42
Janie And Jack,2021-11-08,30
Air New Zealand,2021-11-09,2
Century Theatres,2021-11-09,49
Champion,2021-11-09,23
Chewy,2021-11-09,72
Fatburger,2021-11-09,125
Janie And Jack,2021-11-09,38
Air New Zealand,2021-11-10,1
Century Theatres,2021-11-10,78
Champion,2021-11-10,63
Chewy,2021-11-10,48
Fatburger,2021-11-10,80
Janie And Jack,2021-11-10,59
Air New Zealand,2021-11-11,4
Century Theatres,2021-11-11,56
Champion,2021-11-11,82
Chewy,2021-11-11,106
Fatburger,2021-11-11,93
Janie And Jack,2021-11-11,70
Air New Zealand,2021-11-12,3
Century Theatres,2021-11-12,94
Champion,2021-11-12,53
Chewy,2021-11-12,70
Fatburger,2021-11-12,71
Janie And Jack,2021-11-12,40
Air New Zealand,2021-11-13,2
Century Theatres,2021-11-13,22
Champion,2021-11-13,22
Chewy,2021-11-13,62
Fatburger,2021-11-13,28
Janie And Jack,2021-11-13,13
Century Theatres,2021-11-14,34
Champion,2021-11-14,42
Fatburger,2021-11-14,60
Chewy,2021-11-14,71
Air New Zealand,2021-11-14,1
Janie And Jack,2021-11-14,30
Century Theatres,2021-11-15,23
Champion,2021-11-15,57
Chewy,2021-11-15,66
Air New Zealand,2021-11-15,4
Fatburger,2021-11-15,64
Janie And Jack,2021-11-15,36
Century Theatres,2021-11-16,14
Champion,2021-11-16,11
Chewy,2021-11-16,41
Fatburger,2021-11-16,17
Janie And Jack,2021-11-16,4
Air New Zealand,2021-11-17,3
Century Theatres,2021-11-17,38
Champion,2021-11-17,43
Chewy,2021-11-17,65
Fatburger,2021-11-17,56
Janie And Jack,2021-11-17,47
Air New Zealand,2021-11-18,1
Century Theatres,2021-11-18,69
Champion,2021-11-18,72
Chewy,2021-11-18,115
Fatburger,2021-11-18,94
Janie And Jack,2021-11-18,79
Air New Zealand,2021-11-19,5
Century Theatres,2021-11-19,49
Chewy,2021-11-19,60
Fatburger,2021-11-19,48
Champion,2021-11-19,49
Janie And Jack,2021-11-19,55
Air New Zealand,2021-11-20,13
Century Theatres,2021-11-20,27
Champion,2021-11-20,42
Chewy,2021-11-20,62
Fatburger,2021-11-20,56
Janie And Jack,2021-11-20,38
Air New Zealand,2021-11-21,1
Century Theatres,2021-11-21,11
Champion,2021-11-21,11
Chewy,2021-11-21,62
Fatburger,2021-11-21,24
Janie And Jack,2021-11-21,9
Air New Zealand,2021-11-22,9
Century Theatres,2021-11-22,33
Champion,2021-11-22,62
Chewy,2021-11-22,58
Fatburger,2021-11-22,63
Janie And Jack,2021-11-22,46
Century Theatres,2021-11-23,28
Champion,2021-11-23,12
Chewy,2021-11-23,28
Fatburger,2021-11-23,23
Janie And Jack,2021-11-23,5
Air New Zealand,2021-11-24,3
Century Theatres,2021-11-24,18
Champion,2021-11-24,57
Chewy,2021-11-24,32
Fatburger,2021-11-24,36
Janie And Jack,2021-11-24,20
Air New Zealand,2021-11-25,13
Century Theatres,2021-11-25,83
Champion,2021-11-25,65
Chewy,2021-11-25,90
Fatburger,2021-11-25,88
Janie And Jack,2021-11-25,63
Century Theatres,2021-11-26,44
Champion,2021-11-26,59
Chewy,2021-11-26,56
Air New Zealand,2021-11-26,6
Fatburger,2021-11-26,56
Janie And Jack,2021-11-26,34
Air New Zealand,2021-11-27,12
Century Theatres,2021-11-27,24
Champion,2021-11-27,29
Chewy,2021-11-27,29
Fatburger,2021-11-27,42
Janie And Jack,2021-11-27,23
Air New Zealand,2021-11-28,9
Century Theatres,2021-11-28,18
Champion,2021-11-28,48
Chewy,2021-11-28,54
Fatburger,2021-11-28,24
Janie And Jack,2021-11-28,26
Air New Zealand,2021-11-29,57
Century Theatres,2021-11-29,43
Champion,2021-11-29,59
Chewy,2021-11-29,61
Fatburger,2021-11-29,112
Janie And Jack,2021-11-29,39
Air New Zealand,2021-11-30,1
Champion,2021-11-30,35
Chewy,2021-11-30,34
Century Theatres,2021-11-30,31
Fatburger,2021-11-30,28
Janie And Jack,2021-11-30,25
Air New Zealand,2021-12-01,16
Century Theatres,2021-12-01,80
Champion,2021-12-01,66
Chewy,2021-12-01,50
Fatburger,2021-12-01,64
Janie And Jack,2021-12-01,59
Air New Zealand,2021-12-02,35
Century Theatres,2021-12-02,38
Champion,2021-12-02,68
Chewy,2021-12-02,89
Fatburger,2021-12-02,57
Janie And Jack,2021-12-02,58
Air New Zealand,2021-12-03,46
Century Theatres,2021-12-03,44
Champion,2021-12-03,48
Chewy,2021-12-03,78
Fatburger,2021-12-03,35
Janie And Jack,2021-12-03,55
Air New Zealand,2021-12-04,26
Century Theatres,2021-12-04,21
Champion,2021-12-04,57
Chewy,2021-12-04,62
Fatburger,2021-12-04,42
Janie And Jack,2021-12-04,48
Air New Zealand,2021-12-05,8
Century Theatres,2021-12-05,9
Champion,2021-12-05,27
Chewy,2021-12-05,79
Fatburger,2021-12-05,23
Janie And Jack,2021-12-05,26
Air New Zealand,2021-12-06,5
Century Theatres,2021-12-06,18
Champion,2021-12-06,57
Chewy,2021-12-06,72
Fatburger,2021-12-06,36
Janie And Jack,2021-12-06,50
Century Theatres,2021-12-07,12
Champion,2021-12-07,14
Chewy,2021-12-07,27
Fatburger,2021-12-07,44
Air New Zealand,2021-12-07,2
Janie And Jack,2021-12-07,14
Air New Zealand,2021-12-08,18
Century Theatres,2021-12-08,27
Champion,2021-12-08,78
Chewy,2021-12-08,64
Fatburger,2021-12-08,44
Janie And Jack,2021-12-08,44
Air New Zealand,2021-12-09,13
Century Theatres,2021-12-09,22
Champion,2021-12-09,97
Chewy,2021-12-09,118
Fatburger,2021-12-09,66
Janie And Jack,2021-12-09,80
Air New Zealand,2021-12-10,14
Century Theatres,2021-12-10,23
Champion,2021-12-10,48
Chewy,2021-12-10,113
Fatburger,2021-12-10,63
Janie And Jack,2021-12-10,35
Air New Zealand,2021-12-11,11
Century Theatres,2021-12-11,11
Champion,2021-12-11,45
Chewy,2021-12-11,73
Fatburger,2021-12-11,39
Janie And Jack,2021-12-11,28
Air New Zealand,2021-12-12,4
Century Theatres,2021-12-12,6
Champion,2021-12-12,41
Chewy,2021-12-12,60
Fatburger,2021-12-12,19
Janie And Jack,2021-12-12,32
Air New Zealand,2021-12-13,15
Century Theatres,2021-12-13,18
Champion,2021-12-13,67
Chewy,2021-12-13,76
Fatburger,2021-12-13,73
Janie And Jack,2021-12-13,52
Air New Zealand,2021-12-14,1
Century Theatres,2021-12-14,6
Champion,2021-12-14,22
Chewy,2021-12-14,15
Fatburger,2021-12-14,16
Janie And Jack,2021-12-14,8
Air New Zealand,2021-12-15,15
Century Theatres,2021-12-15,32
Champion,2021-12-15,79
Chewy,2021-12-15,29
Fatburger,2021-12-15,81
Janie And Jack,2021-12-15,50
Air New Zealand,2021-12-16,39
Century Theatres,2021-12-16,34
Chewy,2021-12-16,214
Fatburger,2021-12-16,108
Champion,2021-12-16,77
Janie And Jack,2021-12-16,97
Air New Zealand,2021-12-18,30
Century Theatres,2021-12-18,26
Champion,2021-12-18,65
Chewy,2021-12-18,361
Fatburger,2021-12-18,111
Janie And Jack,2021-12-18,40
Air New Zealand,2021-12-19,28
Champion,2021-12-19,42
Century Theatres,2021-12-19,55
Chewy,2021-12-19,264
Fatburger,2021-12-19,63
Janie And Jack,2021-12-19,33
Air New Zealand,2021-12-20,39
Century Theatres,2021-12-20,117
Champion,2021-12-20,61
Chewy,2021-12-20,119
Fatburger,2021-12-20,81
Janie And Jack,2021-12-20,35
Century Theatres,2021-12-21,98
Air New Zealand,2021-12-21,31
Chewy,2021-12-21,134
Fatburger,2021-12-21,119
Champion,2021-12-21,85
Janie And Jack,2021-12-21,74
Air New Zealand,2021-12-22,20
Century Theatres,2021-12-22,71
Champion,2021-12-22,50
Chewy,2021-12-22,81
Fatburger,2021-12-22,63
Janie And Jack,2021-12-22,58
Air New Zealand,2021-12-23,60
Century Theatres,2021-12-23,371
Champion,2021-12-23,57
Chewy,2021-12-23,147
Fatburger,2021-12-23,121
Janie And Jack,2021-12-23,94
Air New Zealand,2021-12-24,33
Century Theatres,2021-12-24,206
Champion,2021-12-24,70
Chewy,2021-12-24,184
Fatburger,2021-12-24,50
Janie And Jack,2021-12-24,43
Air New Zealand,2021-12-25,24
Century Theatres,2021-12-25,218
Champion,2021-12-25,64
Chewy,2021-12-25,120
Fatburger,2021-12-25,74
Janie And Jack,2021-12-25,66
Air New Zealand,2021-12-26,23
Century Theatres,2021-12-26,78
Champion,2021-12-26,42
Chewy,2021-12-26,75
Fatburger,2021-12-26,56
Janie And Jack,2021-12-26,28
Air New Zealand,2021-12-27,30
Century Theatres,2021-12-27,106
Champion,2021-12-27,45
Fatburger,2021-12-27,49
Janie And Jack,2021-12-27,36
Chewy,2021-12-27,77
Century Theatres,2021-12-28,94
Chewy,2021-12-28,31
Champion,2021-12-28,8
Fatburger,2021-12-28,3
Janie And Jack,2021-12-28,4
Air New Zealand,2021-12-29,57
Century Theatres,2021-12-29,298
Champion,2021-12-29,43
Chewy,2021-12-29,100
Fatburger,2021-12-29,94
Janie And Jack,2021-12-29,39
Century Theatres,2021-12-30,109
Champion,2021-12-30,40
Chewy,2021-12-30,113
Air New Zealand,2021-12-30,41
Fatburger,2021-12-30,53
Janie And Jack,2021-12-30,33
Air New Zealand,2021-12-31,27
Century Theatres,2021-12-31,196
Champion,2021-12-31,49
Chewy,2021-12-31,137
Fatburger,2021-12-31,81
Janie And Jack,2021-12-31,82
Air New Zealand,2022-01-01,34
Century Theatres,2022-01-01,97
Champion,2022-01-01,39
Chewy,2022-01-01,63
Janie And Jack,2022-01-01,32
Fatburger,2022-01-01,81
Air New Zealand,2022-01-02,18
Century Theatres,2022-01-02,51
Champion,2022-01-02,53
Chewy,2022-01-02,38
Fatburger,2022-01-02,53
Janie And Jack,2022-01-02,32
Air New Zealand,2022-01-03,10
Champion,2022-01-03,26
Chewy,2022-01-03,48
Fatburger,2022-01-03,46
Century Theatres,2022-01-03,47
Janie And Jack,2022-01-03,31
Air New Zealand,2022-01-04,3
Century Theatres,2022-01-04,45
Champion,2022-01-04,11
Chewy,2022-01-04,38
Fatburger,2022-01-04,60
Janie And Jack,2022-01-04,16
Air New Zealand,2022-01-05,33
Century Theatres,2022-01-05,109
Champion,2022-01-05,35
Chewy,2022-01-05,54
Fatburger,2022-01-05,142
Janie And Jack,2022-01-05,47
Air New Zealand,2022-01-06,30
Century Theatres,2022-01-06,58
Champion,2022-01-06,58
Chewy,2022-01-06,95
Fatburger,2022-01-06,77
Janie And Jack,2022-01-06,49
Air New Zealand,2022-01-07,12
Century Theatres,2022-01-07,74
Champion,2022-01-07,46
Chewy,2022-01-07,76
Fatburger,2022-01-07,39
Janie And Jack,2022-01-07,35
Air New Zealand,2022-01-08,28
Century Theatres,2022-01-08,48
Champion,2022-01-08,56
Chewy,2022-01-08,78
Fatburger,2022-01-08,78
Janie And Jack,2022-01-08,32
Air New Zealand,2022-01-09,29
Century Theatres,2022-01-09,20
Champion,2022-01-09,29
Chewy,2022-01-09,66
Fatburger,2022-01-09,40
Janie And Jack,2022-01-09,22
Air New Zealand,2022-01-10,25
Century Theatres,2022-01-10,30
Champion,2022-01-10,35
Chewy,2022-01-10,56
Fatburger,2022-01-10,65
Janie And Jack,2022-01-10,29
Air New Zealand,2022-01-11,8
Century Theatres,2022-01-11,30
Champion,2022-01-11,12
Fatburger,2022-01-11,22
Chewy,2022-01-11,35
Janie And Jack,2022-01-11,18
Air New Zealand,2022-01-12,35
Century Theatres,2022-01-12,40
Champion,2022-01-12,40
Chewy,2022-01-12,54
Fatburger,2022-01-12,76
Janie And Jack,2022-01-12,39
Air New Zealand,2022-01-13,36
Century Theatres,2022-01-13,43
Champion,2022-01-13,53
Chewy,2022-01-13,69
Fatburger,2022-01-13,56
Janie And Jack,2022-01-13,34
Air New Zealand,2022-01-14,24
Century Theatres,2022-01-14,48
Champion,2022-01-14,57
Chewy,2022-01-14,111
Fatburger,2022-01-14,80
Janie And Jack,2022-01-14,27
Air New Zealand,2022-01-15,15
Champion,2022-01-15,28
Chewy,2022-01-15,59
Fatburger,2022-01-15,35
Janie And Jack,2022-01-15,27
Century Theatres,2022-01-15,22
Air New Zealand,2022-01-16,11
Century Theatres,2022-01-16,14
Champion,2022-01-16,40
Chewy,2022-01-16,67
Fatburger,2022-01-16,37
Janie And Jack,2022-01-16,36
Air New Zealand,2022-01-17,25
Champion,2022-01-17,32
Chewy,2022-01-17,74
Fatburger,2022-01-17,56
Century Theatres,2022-01-17,30
Janie And Jack,2022-01-17,25
Century Theatres,2022-01-18,36
Champion,2022-01-18,13
Chewy,2022-01-18,20
Fatburger,2022-01-18,22
Janie And Jack,2022-01-18,11
Air New Zealand,2022-01-19,24
Century Theatres,2022-01-19,42
Champion,2022-01-19,40
Chewy,2022-01-19,45
Fatburger,2022-01-19,81
Janie And Jack,2022-01-19,45
Air New Zealand,2022-01-20,14
Century Theatres,2022-01-20,24
Champion,2022-01-20,32
Chewy,2022-01-20,63
Fatburger,2022-01-20,23
Janie And Jack,2022-01-20,12
Air New Zealand,2022-01-21,27
Century Theatres,2022-01-21,70
Champion,2022-01-21,51
Chewy,2022-01-21,91
Fatburger,2022-01-21,51
Janie And Jack,2022-01-21,53
Air New Zealand,2022-01-22,19
Century Theatres,2022-01-22,64
Champion,2022-01-22,48
Chewy,2022-01-22,89
Fatburger,2022-01-22,59
Janie And Jack,2022-01-22,25
Air New Zealand,2022-01-23,22
Century Theatres,2022-01-23,12
Champion,2022-01-23,34
Chewy,2022-01-23,62
Fatburger,2022-01-23,30
Janie And Jack,2022-01-23,12
Air New Zealand,2022-01-24,1
Century Theatres,2022-01-24,32
Champion,2022-01-24,8
Chewy,2022-01-24,52
Fatburger,2022-01-24,43
Janie And Jack,2022-01-24,19
Air New Zealand,2022-01-25,35
Century Theatres,2022-01-25,22
Champion,2022-01-25,22
Chewy,2022-01-25,51
Fatburger,2022-01-25,28
Janie And Jack,2022-01-25,36
Air New Zealand,2022-01-26,25
Chewy,2022-01-26,48
Century Theatres,2022-01-26,16
Fatburger,2022-01-26,49
Champion,2022-01-26,40
Janie And Jack,2022-01-26,43
Air New Zealand,2022-01-27,10
Century Theatres,2022-01-27,32
Champion,2022-01-27,23
Chewy,2022-01-27,72
Fatburger,2022-01-27,73
Janie And Jack,2022-01-27,44
Air New Zealand,2022-01-28,30
Century Theatres,2022-01-28,48
Champion,2022-01-28,42
Chewy,2022-01-28,81
Fatburger,2022-01-28,63
Janie And Jack,2022-01-28,56
Air New Zealand,2022-01-29,3
Century Theatres,2022-01-29,14
Champion,2022-01-29,21
Chewy,2022-01-29,58
Fatburger,2022-01-29,37
Janie And Jack,2022-01-29,33
Air New Zealand,2022-01-30,52
Century Theatres,2022-01-30,18
Champion,2022-01-30,63
Chewy,2022-01-30,56
Fatburger,2022-01-30,33
Janie And Jack,2022-01-30,54
Air New Zealand,2022-01-31,32
Century Theatres,2022-01-31,9
Champion,2022-01-31,30
Chewy,2022-01-31,49
Fatburger,2022-01-31,14
Janie And Jack,2022-01-31,23
Champion,2022-02-01,3
Chewy,2022-02-01,3
Fatburger,2022-02-01,33
Janie And Jack,2022-02-01,7
Air New Zealand,2022-02-02,4
Century Theatres,2022-02-02,4
Champion,2022-02-02,21
Chewy,2022-02-02,41
Fatburger,2022-02-02,10
Janie And Jack,2022-02-02,9
Air New Zealand,2022-02-03,38
Century Theatres,2022-02-03,4
Champion,2022-02-03,31
Chewy,2022-02-03,1
Fatburger,2022-02-03,51
Janie And Jack,2022-02-03,26
Air New Zealand,2022-02-04,31
Century Theatres,2022-02-04,9
Champion,2022-02-04,30
Chewy,2022-02-04,94
Fatburger,2022-02-04,49
Janie And Jack,2022-02-04,33
Champion,2022-02-05,28
Chewy,2022-02-05,19
Fatburger,2022-02-05,8
Janie And Jack,2022-02-05,18
Air New Zealand,2022-02-06,61
Century Theatres,2022-02-06,5
Champion,2022-02-06,29
Fatburger,2022-02-06,35
Janie And Jack,2022-02-06,28
Chewy,2022-02-06,76
Century Theatres,2022-02-07,6
Air New Zealand,2022-02-07,77
Champion,2022-02-07,21
Chewy,2022-02-07,66
Fatburger,2022-02-07,19
Janie And Jack,2022-02-07,14
Air New Zealand,2022-02-08,74
Century Theatres,2022-02-08,30
Champion,2022-02-08,5
Chewy,2022-02-08,54
Fatburger,2022-02-08,40
Janie And Jack,2022-02-08,9
Air New Zealand,2022-02-09,48
Century Theatres,2022-02-09,8
Champion,2022-02-09,29
Chewy,2022-02-09,40
Fatburger,2022-02-09,28
Janie And Jack,2022-02-09,18
Air New Zealand,2022-02-10,98
Century Theatres,2022-02-10,33
Champion,2022-02-10,38
Chewy,2022-02-10,82
Fatburger,2022-02-10,113
Janie And Jack,2022-02-10,49
Air New Zealand,2022-02-11,78
Century Theatres,2022-02-11,44
Champion,2022-02-11,45
Chewy,2022-02-11,146
Fatburger,2022-02-11,22
Janie And Jack,2022-02-11,48
Air New Zealand,2022-02-12,121
Century Theatres,2022-02-12,48
Champion,2022-02-12,77
Chewy,2022-02-12,156
Fatburger,2022-02-12,185
Janie And Jack,2022-02-12,105
Air New Zealand,2022-02-13,56
Century Theatres,2022-02-13,10
Champion,2022-02-13,28
Chewy,2022-02-13,99
Fatburger,2022-02-13,51
Janie And Jack,2022-02-13,31
Air New Zealand,2022-02-14,62
Century Theatres,2022-02-14,12
Champion,2022-02-14,38
Chewy,2022-02-14,87
Fatburger,2022-02-14,50
Janie And Jack,2022-02-14,22
Air New Zealand,2022-02-15,20
Champion,2022-02-15,6
Chewy,2022-02-15,29
Fatburger,2022-02-15,32
Janie And Jack,2022-02-15,19
Century Theatres,2022-02-15,10
Air New Zealand,2022-02-16,42
Century Theatres,2022-02-16,1
Champion,2022-02-16,37
Chewy,2022-02-16,40
Fatburger,2022-02-16,28
Janie And Jack,2022-02-16,23
Air New Zealand,2022-02-17,36
Century Theatres,2022-02-17,17
Champion,2022-02-17,24
Chewy,2022-02-17,110
Fatburger,2022-02-17,27
Janie And Jack,2022-02-17,26
Air New Zealand,2022-02-18,1
Champion,2022-02-18,6
Janie And Jack,2022-02-18,1
Air New Zealand,2022-02-19,63
Century Theatres,2022-02-19,10
Champion,2022-02-19,27
Chewy,2022-02-19,60
Fatburger,2022-02-19,33
Janie And Jack,2022-02-19,41
Air New Zealand,2022-02-20,48
Century Theatres,2022-02-20,7
Champion,2022-02-20,33
Chewy,2022-02-20,39
Fatburger,2022-02-20,7
Janie And Jack,2022-02-20,10
Air New Zealand,2022-02-21,30
Century Theatres,2022-02-21,12
Champion,2022-02-21,22
Chewy,2022-02-21,70
Fatburger,2022-02-21,29
Janie And Jack,2022-02-21,16
Air New Zealand,2022-02-22,20
Century Theatres,2022-02-22,16
Chewy,2022-02-22,20
Fatburger,2022-02-22,36
Champion,2022-02-22,6
Janie And Jack,2022-02-22,11
Air New Zealand,2022-02-23,282
Century Theatres,2022-02-23,206
Champion,2022-02-23,170
Chewy,2022-02-23,267
Fatburger,2022-02-23,469
Janie And Jack,2022-02-23,423
Air New Zealand,2022-02-24,44
Century Theatres,2022-02-24,32
Champion,2022-02-24,37
Chewy,2022-02-24,50
Fatburger,2022-02-24,55
Janie And Jack,2022-02-24,31
Air New Zealand,2022-02-25,96
Century Theatres,2022-02-25,36
Fatburger,2022-02-25,105
Champion,2022-02-25,30
Janie And Jack,2022-02-25,94
Chewy,2022-02-25,149
Air New Zealand,2022-02-26,131
Century Theatres,2022-02-26,62
Champion,2022-02-26,60
Chewy,2022-02-26,183
Fatburger,2022-02-26,101
Janie And Jack,2022-02-26,88
Air New Zealand,2022-02-27,48
Century Theatres,2022-02-27,20
Chewy,2022-02-27,146
Champion,2022-02-27,54
Fatburger,2022-02-27,50
Janie And Jack,2022-02-27,70
Air New Zealand,2022-02-28,65
Century Theatres,2022-02-28,12
Champion,2022-02-28,33
Chewy,2022-02-28,99
Fatburger,2022-02-28,28
Janie And Jack,2022-02-28,22
Air New Zealand,2022-03-01,20
Century Theatres,2022-03-01,14
Champion,2022-03-01,13
Chewy,2022-03-01,33
Fatburger,2022-03-01,49
Janie And Jack,2022-03-01,20
Century Theatres,2022-03-02,11
Champion,2022-03-02,37
Chewy,2022-03-02,60
Fatburger,2022-03-02,59
Air New Zealand,2022-03-02,35
Janie And Jack,2022-03-02,58
Air New Zealand,2022-03-03,87
Century Theatres,2022-03-03,36
Champion,2022-03-03,63
Chewy,2022-03-03,74
Fatburger,2022-03-03,95
Janie And Jack,2022-03-03,59
Century Theatres,2022-03-04,16
Champion,2022-03-04,34
Chewy,2022-03-04,122
Air New Zealand,2022-03-04,87
Fatburger,2022-03-04,87
Janie And Jack,2022-03-04,57
Air New Zealand,2022-03-05,85
Century Theatres,2022-03-05,5
Champion,2022-03-05,46
Chewy,2022-03-05,87
Fatburger,2022-03-05,85
Janie And Jack,2022-03-05,129
Champion,2022-03-06,32
Chewy,2022-03-06,59
Fatburger,2022-03-06,22
Janie And Jack,2022-03-06,43
Air New Zealand,2022-03-07,113
Century Theatres,2022-03-07,17
Champion,2022-03-07,45
Fatburger,2022-03-07,64
Janie And Jack,2022-03-07,85
Chewy,2022-03-07,115
Air New Zealand,2022-03-08,6
Century Theatres,2022-03-08,20
Champion,2022-03-08,15
Chewy,2022-03-08,52
Fatburger,2022-03-08,30
Janie And Jack,2022-03-08,53
Air New Zealand,2022-03-09,72
Century Theatres,2022-03-09,88
Champion,2022-03-09,41
Chewy,2022-03-09,84
Fatburger,2022-03-09,94
Janie And Jack,2022-03-09,67
Air New Zealand,2022-03-10,161
Century Theatres,2022-03-10,28
Champion,2022-03-10,39
Chewy,2022-03-10,91
Fatburger,2022-03-10,95
Janie And Jack,2022-03-10,63
Air New Zealand,2022-03-11,66
Century Theatres,2022-03-11,36
Champion,2022-03-11,27
Chewy,2022-03-11,103
Fatburger,2022-03-11,40
Janie And Jack,2022-03-11,39
Air New Zealand,2022-03-12,75
Century Theatres,2022-03-12,15
Champion,2022-03-12,19
Chewy,2022-03-12,46
Fatburger,2022-03-12,48
Janie And Jack,2022-03-12,33
Air New Zealand,2022-03-13,64
Century Theatres,2022-03-13,14
Champion,2022-03-13,7
Chewy,2022-03-13,63
Fatburger,2022-03-13,38
Janie And Jack,2022-03-13,19
Air New Zealand,2022-03-14,162
Century Theatres,2022-03-14,20
Champion,2022-03-14,9
Chewy,2022-03-14,92
Fatburger,2022-03-14,56
Janie And Jack,2022-03-14,19
Air New Zealand,2022-03-15,2
Century Theatres,2022-03-15,8
Champion,2022-03-15,9
Chewy,2022-03-15,8
Janie And Jack,2022-03-15,17
Fatburger,2022-03-15,9
Air New Zealand,2022-03-16,111
Century Theatres,2022-03-16,42
Champion,2022-03-16,25
Chewy,2022-03-16,39
Fatburger,2022-03-16,57
Janie And Jack,2022-03-16,36
Champion,2022-03-17,25
Chewy,2022-03-17,14
Fatburger,2022-03-17,35
Janie And Jack,2022-03-17,30
Air New Zealand,2022-03-18,125
Century Theatres,2022-03-18,46
Champion,2022-03-18,23
Chewy,2022-03-18,170
Fatburger,2022-03-18,39
Janie And Jack,2022-03-18,30
Air New Zealand,2022-03-19,64
Century Theatres,2022-03-19,9
Champion,2022-03-19,22
Chewy,2022-03-19,51
Fatburger,2022-03-19,23
Janie And Jack,2022-03-19,41
Air New Zealand,2022-03-20,190
Champion,2022-03-20,24
Chewy,2022-03-20,93
Century Theatres,2022-03-20,14
Fatburger,2022-03-20,30
Janie And Jack,2022-03-20,60
Champion,2022-03-21,5
Chewy,2022-03-21,6
Janie And Jack,2022-03-21,14
Air New Zealand,2022-03-22,2
Century Theatres,2022-03-22,8
Champion,2022-03-22,9
Chewy,2022-03-22,28
Fatburger,2022-03-22,17
Janie And Jack,2022-03-22,12
Air New Zealand,2022-03-23,153
Century Theatres,2022-03-23,30
Champion,2022-03-23,30
Chewy,2022-03-23,23
Fatburger,2022-03-23,33
Janie And Jack,2022-03-23,44
Air New Zealand,2022-03-24,102
Century Theatres,2022-03-24,30
Champion,2022-03-24,20
Chewy,2022-03-24,54
Fatburger,2022-03-24,34
Janie And Jack,2022-03-24,77
Air New Zealand,2022-03-25,78
Champion,2022-03-25,22
Century Theatres,2022-03-25,23
Chewy,2022-03-25,88
Fatburger,2022-03-25,18
Janie And Jack,2022-03-25,35
Air New Zealand,2022-03-26,80
Champion,2022-03-26,19
Century Theatres,2022-03-26,14
Chewy,2022-03-26,44
Fatburger,2022-03-26,24
Janie And Jack,2022-03-26,36
Air New Zealand,2022-03-27,130
Century Theatres,2022-03-27,28
Champion,2022-03-27,26
Chewy,2022-03-27,114
Fatburger,2022-03-27,22
Janie And Jack,2022-03-27,36
Air New Zealand,2022-03-28,122
Century Theatres,2022-03-28,8
Champion,2022-03-28,4
Chewy,2022-03-28,35
Fatburger,2022-03-28,19
Janie And Jack,2022-03-28,14
Century Theatres,2022-03-29,4
Chewy,2022-03-29,17
Fatburger,2022-03-29,5
Century Theatres,2022-03-30,15
Chewy,2022-03-30,31
Fatburger,2022-03-30,18
Janie And Jack,2022-03-30,13
Air New Zealand,2022-03-30,122
Champion,2022-03-30,6
Air New Zealand,2022-03-31,171
Champion,2022-03-31,5
